date,sale_id,store,product,quantity_sold,product price,total_price
2024-07-02,6b1afe3f-7774-4f1f-b932-401f2aadbbd0,S008,P021,1,337,337
2022-11-09,450e057c-16b2-432d-ab06-3b81a6764333,S097,P023,3,371,1113
2018-10-06,2262352f-7ad3-471e-b284-4e27a721baf7,S048,P003,1,605,605
2022-05-28,647e7e63-6de6-4951-b025-1253a3be3e06,S090,P007,2,314,628
2019-07-05,dfe4b459-4f4d-4a3c-b549-13bf60ca3404,S007,P003,2,310,620
2024-03-05,fa453984-4c1b-4382-bc57-785d7d13a45a,S042,P012,1,462,462
2019-09-05,bd7d744a-9a0b-4412-bab5-eb2e1dbc94bc,S052,P039,2,595,1190
2021-03-05,ce5ca9ee-c414-4dd4-9d4a-ef0a981a0174,S065,P009,3,106,318
2021-01-20,5d3069f4-c1cf-4856-a727-fedc8e79e780,S069,P011,3,146,438
2020-06-05,0991db2e-1c8d-4e36-a70b-188154d85394,S033,P000,3,370,1110
2024-07-20,bb10926c-b50c-43af-880e-6213a6f71d9c,S063,P029,1,243,243
2024-05-27,2a60cbfa-79fd-434b-8a4b-e6db1ec90ce9,S027,P011,2,144,288
2023-07-09,506c3f52-f00a-4457-a425-66a51378ec45,S040,P004,3,415,1245
2020-07-21,a0b14ae9-a316-4fcf-a20d-d4215da3c333,S052,P029,3,270,810
2018-06-19,93e0de13-776b-4bb6-baa0-389a50407573,S092,P036,3,494,1482
2018-03-30,89d0f97b-0575-47ed-9404-83cf8feed793,S032,P017,3,197,591
2024-01-24,e4c4fcd4-0f5b-4271-b767-c7668ed9fa1d,S025,P015,3,290,870
2023-11-13,0f87d34a-1f0c-40ca-a27a-031e8afab79a,S086,P017,1,267,267
2023-12-21,471ce6c0-0b11-4ab6-b5a3-04b7881b1250,S051,P013,3,529,1587
2019-02-03,1047b1d7-0121-4354-816b-2580eb71f071,S006,P028,3,116,348
2022-04-15,9d9dce32-d970-44dd-bbcd-e7c943cc05f1,S091,P003,3,651,1953
2018-12-30,b01ce04e-67a8-439e-96d4-6011f679dd92,S032,P026,1,371,371
2021-04-10,21a001d1-b506-4195-b557-28e61610b001,S089,P038,3,474,1422
2024-08-25,9f8c45f4-9486-43dc-939e-181942bd483e,S060,P016,1,585,585
2024-03-09,9966dbd5-9257-4793-bf38-fe953112b2a5,S058,P028,1,489,489
2021-12-07,1513bffc-3188-406e-bcaf-e86818ce675c,S010,P002,3,282,846
2020-07-12,51a224a6-9626-4bd2-80f9-bb1979fc9b11,S012,P038,2,182,364
2021-10-05,4127151b-8508-4615-a411-2fc45f69b7b1,S071,P021,3,627,1881
2024-04-01,e29b002c-0a4e-4ad4-9041-e2b935145056,S033,P029,1,417,417
2018-07-22,7f10b245-6471-4d03-81e3-458dbb5d137b,S069,P029,3,562,1686
2024-10-05,a9845f71-5add-44ba-99e5-1d51af18aa55,S092,P030,2,536,1072
2024-09-25,14982a33-5125-4542-93f8-13a4896303dc,S061,P030,1,519,519
2023-09-12,5057682c-4946-4902-bd74-96cd5bed029d,S043,P039,3,692,2076
2021-03-26,06271f9f-15b2-4515-8894-f17c468e6f39,S017,P019,2,544,1088
2019-06-06,568ff112-8b35-480c-aebc-7f2cfae7fb40,S066,P035,3,257,771
2021-08-18,13fe29f3-83e1-4e49-bde9-3de8dfb08b0f,S074,P009,1,280,280
2021-05-02,eebaa514-48d0-4c9f-b22b-dbee28f5fc9c,S008,P020,2,601,1202
2024-10-26,078716db-bcc5-41cf-9a6d-c1307c99c0af,S083,P026,2,614,1228
2018-12-02,23acafda-4f88-4a24-af13-97806d3fe315,S013,P032,3,644,1932
2024-08-04,9a82116a-0860-4c21-80f0-57b3e536f545,S099,P031,2,143,286
2023-12-02,4609f098-9703-4fec-86c4-689e77aeb588,S050,P025,3,451,1353
2019-01-19,1a55e154-7a60-4b47-88a9-353e8d0f17a7,S039,P003,3,66,198
2022-06-24,20ade5a7-b661-490c-9cf7-2211aaadbe56,S004,P015,3,468,1404
2020-05-08,190470b7-086c-4ced-b111-7e5be97fddd5,S075,P028,1,288,288
2019-12-21,18548cf6-4d42-489d-b3c7-cd1a61e362e2,S012,P007,1,406,406
2019-01-01,2f81d23c-518f-48fd-be90-1c64e55af1f8,S040,P033,2,84,168
2020-12-30,56617071-c615-4d51-be91-c823349e6323,S064,P018,1,242,242
2018-06-12,67156af2-7319-4fb5-8646-dfcc1f5915a9,S039,P019,2,445,890
2023-09-26,6b11566c-4664-46f0-8a4a-28b53d2dfa76,S049,P023,3,245,735
2024-03-29,23eb41fd-dcec-4fa6-abb5-753fe8b65503,S093,P006,3,295,885
2018-02-07,e8eca19e-db84-4563-b725-23fd3cfee1fd,S021,P022,3,301,903
2018-09-13,17a024b0-412e-4332-9a57-40d599dc94be,S006,P032,2,380,760
2024-05-21,db6298e2-89ab-4dae-b100-f4d2724695ef,S097,P012,2,85,170
2018-10-26,3a386c70-f5e5-482a-a6c0-883316babe1d,S079,P000,1,693,693
2021-08-06,0a75e674-3fa0-4a52-9746-34be9e9e45cc,S015,P014,2,541,1082
2019-02-09,a76d8e9c-4630-4efb-8df4-76fbe60f28aa,S077,P020,3,320,960
2021-11-07,ad7359f7-0278-4e50-9b08-ad66582c25bc,S017,P008,3,356,1068
2024-06-01,1cc67a9d-f8f4-4299-9d70-e8034e571af5,S079,P026,2,55,110
2018-04-07,1953d9fe-a28f-4c74-a235-24f418f53831,S073,P029,1,400,400
2023-12-02,1f2bb784-37d4-4e20-a87b-33732c63d31f,S007,P018,3,288,864
2023-07-11,1dfb0a6c-bb71-4282-8ea0-8e517b3f9f12,S042,P019,2,103,206
2019-08-09,86144797-4dbb-4ae4-8823-338b427d73db,S028,P038,1,422,422
2024-10-30,92e00527-c597-4f1a-bb28-d1f5146fef5e,S040,P020,2,618,1236
2024-08-02,da166300-88f7-4e72-b55b-1448e04f9258,S079,P012,2,682,1364
2018-01-17,064f37d6-6c01-43ab-a60e-f4ec2476b2f8,S068,P011,1,527,527
2019-10-09,5cb0b97c-5a3e-4572-878e-8713e775ea68,S064,P032,3,52,156
2019-02-06,94dbcb29-dbdb-4ae6-b007-13533d943a7b,S004,P015,3,456,1368
2020-08-27,ce9fb6f2-a930-445a-975f-d7c4bf14206f,S056,P036,3,537,1611
2020-11-19,30cec255-5404-42ab-aa36-16a6562017a2,S006,P015,2,634,1268
2019-05-30,69587f46-4b1d-4ca6-8b97-2d5aa9e43da9,S001,P035,2,453,906
2018-09-15,9cdaee85-15e5-4b42-bc94-d4185d64c572,S033,P029,1,551,551
2021-08-21,f7fb1636-7515-4b1d-9bad-88371b1c16a4,S066,P017,3,528,1584
2021-07-22,1061045d-1784-40af-89d2-3c64270fb7db,S070,P027,3,191,573
2020-11-27,1415dc56-afce-4343-bd2c-c5c12713509e,S020,P011,3,545,1635
2018-12-23,799b5cf5-92cd-45aa-884b-ab79eb65a5c4,S008,P013,2,692,1384
2024-08-26,ffec6557-c3c7-4f39-a84c-b38480d6b6e0,S074,P038,1,250,250
2019-03-17,fbf59e64-2cc5-4504-b598-8b2485f1001a,S078,P029,3,536,1608
2022-09-21,e7a82750-d545-43f2-a5fd-d52bedd2f862,S034,P002,2,263,526
2022-02-19,d0c95286-75af-4b12-82c1-ab95d04cd0a8,S000,P011,2,392,784
2022-10-21,154446c3-13d5-430a-8fb9-1269ad7d3948,S065,P029,2,344,688
2022-11-20,9413a444-2b8f-48a9-8013-c33b6c3495d5,S036,P023,1,681,681
2021-12-15,d2dc6822-8328-4283-b185-155cda73547e,S023,P036,3,300,900
2021-09-05,4de85a69-b9d6-48cd-a591-6fad806ccd2c,S098,P024,3,695,2085
2024-03-09,70df84f6-0f14-42ee-bbd8-4b7532b75b39,S074,P012,3,241,723
2021-08-21,24c75cd2-aacd-4c9b-991d-4261d254a140,S024,P026,3,174,522
2021-06-08,92dd8b46-8449-4fc2-b090-f98f019580a4,S023,P033,1,172,172
2018-04-28,14592aac-6473-4ef4-b557-c998fd26b415,S099,P013,1,443,443
2020-01-28,8552ebe9-eee0-46aa-a6a6-a1ff459ae90f,S062,P036,3,568,1704
2023-04-11,18105058-ac34-499d-b016-97a1241ee7c9,S046,P037,1,357,357
2018-07-23,d945fa19-4985-4869-abcc-28a19aed2bb9,S075,P001,2,550,1100
2023-02-02,53679c98-b9c9-42a9-8436-f9e67caafcfe,S000,P012,2,533,1066
2021-02-13,6b5c7218-6df5-4598-9473-a9cce3ee6c63,S048,P011,1,657,657
2022-03-31,f4e07fd9-200a-4deb-9fc1-f5af4ed432f3,S051,P023,2,490,980
2023-08-17,8fc2c5e2-da39-45ad-951a-647363717ab2,S017,P012,3,540,1620
2018-05-10,fac4d0da-ab20-4a3c-b4e0-6c6a9d03d6b7,S079,P004,3,107,321
2022-04-21,7294701a-990a-4e24-b7b6-c52c12709b3a,S005,P023,3,635,1905
2023-12-16,b717dc4d-935b-4391-9c87-c133ee426514,S088,P027,2,455,910
2018-11-30,81a60b8d-b9ea-4f32-bdb3-ec580fb6c05c,S080,P009,1,532,532
2019-05-21,f908c36d-7f48-4e65-99cf-b37c784954d0,S042,P017,2,483,966
2021-05-02,25c67167-81b8-46ba-beaa-678ad4c48e5b,S043,P006,1,668,668
2024-12-23,bb4c454a-3669-4956-9d4c-14216ddd2fe0,S099,P028,1,381,381
2024-07-04,ab828f82-144c-4434-a78a-0710d9fe4e46,S073,P016,2,676,1352
2018-09-02,fae8d4bb-3fdc-4c56-ba5f-6c4c13e32199,S049,P014,3,371,1113
2024-10-09,12265020-df66-4acd-8a7c-1d7b2f2204e9,S040,P013,2,595,1190
2021-05-17,8c25ddec-646f-469e-bbdd-380eb41e0e31,S005,P023,1,290,290
2023-09-19,7bfbd5a6-70cc-41a8-b8e8-37592d979f27,S022,P028,2,164,328
2022-09-06,ce7b1875-c089-4276-a2c9-3cfbaeba66aa,S039,P034,2,530,1060
2020-01-31,f118efcc-81c9-41cf-9672-e78cfa8e1242,S044,P037,3,373,1119
2020-12-14,b2ffca69-f80e-4fc4-9dab-d1eba69a5c7a,S048,P009,2,163,326
2018-10-21,27dfd21d-a01c-42af-b269-42ccbe57a7b7,S057,P014,1,360,360
2021-12-21,1c9c84fe-c17f-4350-9b72-c4c81cb95967,S032,P024,2,144,288
2020-10-30,7fec63bb-253a-4a80-a6ac-285b64ee5c4c,S058,P026,3,640,1920
2024-03-29,2cdb11fc-3b57-4b1f-a9e0-afdc931811d4,S079,P033,2,402,804
2018-01-18,cc1bc078-289c-417e-9dcf-bb64244bdcf9,S041,P037,1,176,176
2020-04-05,fa681457-a2b7-46c2-9c3c-1b3afc69d648,S076,P007,1,419,419
2020-11-19,fb443266-9dd2-4335-81d7-5257f6cb8439,S032,P037,3,536,1608
2020-01-19,2d7a7fe6-123b-4461-b860-e87d129d5feb,S083,P006,1,171,171
2018-04-21,c4854512-0297-4989-9eeb-63762838f604,S019,P017,3,615,1845
2023-07-06,20366e85-a1ae-4228-b23e-f6c4896dee13,S020,P013,1,150,150
2024-05-07,466f962d-dfc2-4780-b86e-8243b7de3eb7,S032,P029,1,487,487
2022-10-27,878ddd70-13c8-4e27-a532-89b70fd1b339,S057,P031,2,449,898
2020-06-18,fa866655-f839-4cb7-b2ea-f0637ddf851f,S021,P011,1,493,493
2022-06-13,59001f79-779f-4318-ba8c-f066294ccf3e,S068,P029,3,63,189
2019-12-29,2e0f5f87-8599-46d8-b4d3-7b9760b2523c,S009,P036,3,94,282
2022-08-31,c97998a4-384e-4844-8783-fef88f6af30c,S046,P010,1,200,200
2024-12-28,334e5a7c-7aad-4604-b019-43b7b94d393f,S030,P028,2,587,1174
2022-08-22,2e9766b1-a0da-4ea0-9ff4-6d9964b99222,S070,P029,2,586,1172
2018-03-28,f88ca04b-e2b5-465c-af05-0b857471abea,S042,P033,2,199,398
2019-06-27,3b95aa7e-dc9a-4732-b11b-d78b3fdd6557,S095,P000,1,329,329
2024-01-11,50a9fa2d-9161-4424-adb5-85fd6b94abce,S030,P028,1,92,92
2024-04-06,8e06168a-e8aa-4942-8002-99541f648822,S050,P003,3,347,1041
2024-07-17,1ca83510-ab18-4ace-88a5-767aea9bb8e9,S054,P031,1,157,157
2020-09-02,9e3888f8-f5fc-4247-afd3-5f9df075b475,S034,P006,2,69,138
2019-12-24,548e4189-8415-4a98-aee8-077233da0e1c,S098,P035,1,654,654
2022-12-01,eb474de0-1dae-4d5c-8a17-ff745d013b4d,S048,P020,1,266,266
2022-06-04,2611dbe6-5010-441e-b8b8-d81563eb2044,S058,P038,1,489,489
2024-04-07,29b696ca-d6ed-4b8a-afbc-150c8a9959e2,S041,P028,3,670,2010
2022-10-11,534de248-b171-4357-92b4-e7b35f158b2a,S004,P018,1,237,237
2023-09-24,d1715141-72ba-4063-a784-1b2defd25d4d,S033,P008,3,507,1521
2024-05-02,5806ac6f-0130-4743-a8cc-9336db857030,S049,P015,2,699,1398
2020-07-20,3780f21f-3abf-489e-ace2-7f88ae148c11,S049,P018,3,167,501
2022-07-16,a882db30-f9a2-4b92-8388-2ad8dd534d4c,S095,P004,1,156,156
2024-06-07,27c6f306-acc4-495c-a142-ef1dadb0ee6f,S051,P011,2,189,378
2024-02-25,25250619-bb2b-4c5f-9a27-a44a13019c8b,S090,P004,3,207,621
2023-04-17,37cfff17-aba0-4dbc-bb4c-45c21054d893,S032,P002,1,618,618
2018-05-09,33a903a2-2f1c-4883-8fd0-a72913a1f655,S048,P033,1,614,614
2023-05-05,eb6ad592-ea19-4e40-99bc-a70e24b1e5b2,S057,P012,3,463,1389
2022-06-28,49ac5d0c-639a-43e9-9b21-183f631ba7b0,S084,P038,2,486,972
2022-09-19,e2cf6493-7f4f-4864-941e-4eff830fac61,S031,P010,3,457,1371
2018-12-22,8cd46f32-bbdd-429b-ae25-f8dc81b15ee7,S059,P027,1,636,636
2021-12-03,78e10ed3-7024-4100-8c25-fd3795c2e3cd,S020,P021,3,569,1707
2020-11-23,19c3a9c7-d0e2-4345-8593-4c9b1ecf92be,S042,P032,1,642,642
2018-05-01,1738e189-e4b8-49e4-a41d-1983a9551654,S065,P022,2,592,1184
2019-09-24,ad4ea93c-dc9a-466f-8249-276a634482a8,S073,P014,1,591,591
2019-09-08,c92ed956-fc74-47cd-9665-72c2f810ea56,S031,P022,2,335,670
2023-06-03,9b79ec80-bd23-46aa-9a77-151ebf3aa375,S085,P027,2,691,1382
2024-05-09,1f9afaef-97d7-43df-b55a-6263b9f565b4,S056,P015,3,135,405
2022-03-03,138c0dcc-e781-40ef-b588-baae89475183,S030,P007,2,616,1232
2023-04-13,9c9c1172-955c-432e-a150-506f2736fab5,S013,P010,1,577,577
2021-07-28,c480259a-d0dd-45c1-a138-17b2199c3a58,S079,P023,1,107,107
2020-07-29,5cef794b-dac4-4bc8-91ab-14499efb9e6c,S084,P018,2,238,476
2022-04-10,180d8f68-061a-49a9-ba5c-151935f9256a,S086,P023,2,135,270
2018-04-25,c47b3323-7ddd-49ac-8bf2-cf6666e28ada,S021,P028,3,595,1785
2022-02-16,c6582fb1-cefc-4c61-900a-8937cada6ed3,S077,P000,1,318,318
2020-08-01,1c9e792a-15a6-45bf-870a-c864cedb8a25,S037,P016,1,596,596
2019-02-24,74bc275d-32d2-430e-987f-3e127a69cd33,S091,P039,3,340,1020
2024-03-18,151c7f2a-264d-442d-bf91-ab3a23f252a2,S038,P003,2,253,506
2020-06-22,f10409bb-1d43-49f1-87a6-c97c1dff370f,S000,P017,2,225,450
2020-04-11,5aba2818-da57-4a78-9ea0-8d0c5b95f9c3,S065,P022,2,522,1044
2018-04-12,2a239712-fcba-45c6-9c24-d9c63ea46cdc,S067,P035,1,365,365
2022-06-01,c3b16ec3-11b1-42a7-ae0f-07a506dbba38,S081,P005,2,452,904
2021-06-17,07f51c63-e67c-4a5c-a919-bb71f4f096a7,S055,P035,1,110,110
2024-03-24,dbdebb60-08a0-4064-8c29-fb114bbb8853,S007,P009,3,430,1290
2023-10-10,2af07b1d-6a61-4eb5-8712-efa65e706970,S099,P035,1,690,690
2018-04-02,aac60aef-a4fd-4206-aade-366b8c4a53b8,S021,P030,3,577,1731
2019-04-13,19ef8a73-cfc4-4e1a-9423-83c5537718fb,S083,P001,3,205,615
2023-07-07,854bb5d0-fc86-497d-9dfd-1346c2fe04fa,S010,P016,3,145,435
2019-04-12,8cdea2dd-44a1-4bdf-85b4-b6cbff71fcf5,S075,P001,3,571,1713
2018-05-09,74b3a500-24ef-4c1a-a81d-cbd4153adac7,S081,P014,1,299,299
2021-11-15,972efda2-b11c-44fc-bf49-17132eb4d697,S048,P010,1,631,631
2020-01-09,a7c4b050-23a8-4661-8bec-c00fc4b4a6aa,S035,P000,2,461,922
2019-01-18,4745c8c3-1d6e-4cfd-9c1e-c31f3ea39e98,S077,P016,1,630,630
2022-05-07,da7d5566-b6f1-47bd-b040-1f52d781234b,S004,P021,3,380,1140
2020-10-05,9ebddb10-61c8-434f-b49c-6893c1531419,S048,P014,1,292,292
2023-07-21,77d755ca-9533-47e1-9dc6-b12a8ea22db1,S029,P022,3,411,1233
2019-11-03,88549737-c788-46b0-afc7-a42af3c8fdcc,S077,P022,1,115,115
2020-04-13,776463e0-b97f-4ed0-aa36-dab73e4d4c97,S052,P006,1,292,292
2021-07-23,e2b3fc19-ad55-4c94-9ad7-00d184252239,S042,P028,1,637,637
2018-02-07,58dc8592-c192-454b-9de2-3b50e69eb875,S078,P036,3,572,1716
2018-01-16,08a26b37-237b-486a-8006-f60cc32ab406,S017,P018,3,360,1080
2019-04-23,990499b4-b055-46a7-a312-6330dac638f8,S049,P005,3,198,594
2024-10-20,10161ae2-dd3b-47f9-9f70-aef39a97569d,S025,P009,3,325,975
2021-08-21,ee583a1f-c59a-40d9-aa22-d507d31c604e,S002,P023,2,277,554
2018-08-30,40ebb131-ccb1-4896-a97f-e3d80a4d4a2c,S081,P035,2,599,1198
2020-03-02,3664d86d-9330-48c6-bdd6-251d5601d4f5,S070,P011,3,499,1497
2023-04-28,a0a00208-d15f-4f66-8a33-08548c128686,S044,P008,2,593,1186
2021-12-16,c1bde1c0-8676-4ffe-aa9d-b4f7907a3d05,S013,P027,1,180,180
2018-09-28,1008a924-f12d-455d-9455-2942acbbb914,S067,P026,3,603,1809
2023-04-03,e7cf6fb5-97d7-4323-b8bf-5c9f2fed371e,S012,P034,2,80,160
2019-12-02,4181c4af-d6b6-4ce8-9e3a-92515618ab4d,S084,P030,1,504,504
2021-07-24,8ca56731-2345-4a30-bb09-a0f1c78bee5d,S072,P011,2,654,1308
2023-02-09,2de21a8e-4c00-480a-8a88-1639e8abed92,S012,P026,2,305,610
2019-04-06,324054f1-d136-44f8-9e09-07ac30c92aec,S009,P035,1,278,278
2020-08-26,fb3fc32e-1d32-4916-9f46-5b27a5a7072f,S009,P021,2,624,1248
2019-05-16,f6181a7a-7e0e-4eb0-b2b8-3c55b148eb3f,S076,P008,1,325,325
2024-03-10,7393f0c7-ee6e-47b1-903e-72b68ba28a79,S024,P018,1,270,270
2018-08-28,27b3533c-5ea1-4f3d-91f0-6c18a92fae4d,S025,P033,2,94,188
2021-06-25,de03bbb2-903d-4048-9ea0-aa147a0996d5,S036,P005,3,256,768
2024-07-21,6151e005-a89c-4e0d-bf94-4e7afe5502a3,S020,P007,1,323,323
2019-02-10,825c6652-b7d6-4004-ad36-3deea5aacca6,S037,P008,1,613,613
2023-01-28,1310e50b-40fb-4d2c-8ea1-91f571336ac3,S018,P012,1,407,407
2021-10-29,6a49c232-2de9-4204-ac2b-f1a123fe24e7,S004,P013,2,392,784
2021-08-02,a454be6c-aaa7-442b-90c3-de7c62e037e9,S023,P011,1,143,143
2018-06-23,da3edb5b-52c5-4b27-9109-f073af1293d7,S052,P009,3,192,576
2018-03-23,887bc9ec-9570-4e6f-ad23-2decad8c06d3,S070,P002,1,411,411
2018-04-23,dc869eb0-16e8-4a48-831c-475d7d6157dc,S010,P014,3,413,1239
2021-08-30,624b94ab-bfb3-495f-8912-a81de8f9fa37,S097,P021,1,479,479
2022-07-07,83f219c3-00b1-49d5-96d3-fc88275af1f4,S022,P028,3,408,1224
2019-11-07,7ba8bd24-c487-480c-a526-db9957a73c38,S035,P039,1,647,647
2022-12-12,bc6a77cd-cec9-4a0d-92e2-a0cd8d980ff3,S009,P023,1,645,645
2023-07-25,70ebd47a-d0ee-407e-9601-cb82d2ee96f9,S084,P031,2,582,1164
2021-11-28,08e68e9f-0f7f-4bb3-8034-f46529ce79e4,S057,P001,3,591,1773
2024-08-07,4b0a27c9-4ca1-4edc-9a81-4b12d22512e4,S072,P035,1,290,290
2024-06-14,b5a7148c-a571-4192-892d-10379dd27663,S026,P032,1,532,532
2024-09-13,a653b95a-2590-422d-a9be-e2d2796fc81b,S023,P012,3,61,183
2024-07-29,507e36bf-789d-4350-a1db-63ebba13b376,S031,P003,1,583,583
2019-06-29,7e9a4190-d790-4067-9da9-a3165b49e0c3,S050,P009,3,138,414
2019-04-30,9646804f-2461-479a-b507-5ca63ec6d1f9,S068,P018,1,527,527
2024-05-22,da7b8147-d7d4-4909-9dc7-c7955e76b5a2,S047,P032,3,98,294
2022-01-02,24620873-e9b2-4f92-ab66-358495f5a8a3,S093,P010,3,684,2052
2022-11-14,fb33c505-d6c9-419a-8b2b-222bcd52840a,S050,P018,1,267,267
2018-02-27,59510608-388c-4f62-9c1b-e692dcbf12f8,S044,P032,2,260,520
2022-01-26,6875df1a-508e-496e-b70e-ef3b848ff44f,S066,P034,3,116,348
2021-05-30,f79c551a-a6e1-4ee7-b5eb-1dfe6b34fdde,S009,P010,1,299,299
2021-02-20,d4d94674-fa97-4115-9065-dcdb0578ef63,S092,P001,1,597,597
2019-07-09,87b08fba-4d75-4e38-a5ef-ff2c71a01cb8,S029,P021,1,298,298
2021-08-01,fb6d20ad-718f-44aa-a23b-21907c3a6ed9,S027,P039,1,339,339
2020-08-31,ee6d64b9-5895-448e-9393-2e421e310ca6,S059,P027,1,385,385
2023-01-14,15e00850-ba68-4288-9109-00b80be655c5,S059,P028,2,216,432
2022-01-10,bfebc154-6e98-447f-bda4-087469438e5a,S026,P007,2,130,260
2021-11-13,d768ebe3-4bb1-492b-8209-a5e2074bc7f5,S034,P002,1,616,616
2023-02-18,586b12c3-58b7-45aa-aa9e-262b64d6bd7b,S006,P020,3,593,1779
2022-12-08,8a2a25fa-d699-4e90-9a01-aa26f9628fec,S047,P033,1,322,322
2021-01-23,55e150af-215a-4e71-bd49-edd4ab1d461f,S044,P018,3,455,1365
2019-12-02,99aa61b9-f7ae-4770-9ec4-f071584f2ca5,S018,P031,3,616,1848
2023-07-13,63654db6-fd4c-4ad2-82fd-55dd89dfe6bf,S055,P026,2,170,340
2022-07-27,39950e60-c734-49fb-b9d9-046fd7505a25,S033,P004,3,225,675
2020-02-25,762bf9d8-bfd1-45a6-8284-1c21322a685f,S010,P019,3,656,1968
2018-06-28,5b6a3fad-8ec9-412c-a2ae-3aa83bf5733d,S045,P014,3,83,249
2021-05-16,6619f402-d9da-453f-a459-9cb168bd7d33,S063,P001,3,296,888
2018-11-06,04fd3350-c07c-4ba8-b7a3-ee61c9cc7294,S024,P012,3,571,1713
2024-12-25,120f7a0a-78ce-4511-b6f9-f14e5008bf03,S071,P002,1,119,119
2018-07-06,b63d190c-2f34-4c60-ac23-0a5a538cf9b2,S028,P022,2,518,1036
2024-07-23,7162ceca-b7d5-40a8-959c-b6e908f900f4,S076,P028,2,337,674
2024-01-03,74ed24eb-16ef-4fca-945b-5c52824baf82,S028,P026,3,455,1365
2020-05-29,950cd14a-f9fb-41b3-b1a9-999faeef9852,S015,P039,2,156,312
2020-04-23,d86d2cb1-e111-4d07-8a93-d8879b47237e,S051,P017,3,303,909
2023-04-07,57c228b8-7f8c-41ca-8022-2bba3b3abb04,S075,P015,2,54,108
2022-05-20,84c2683e-652b-48b5-9c61-80cbb9cc5a0c,S083,P024,1,483,483
2021-06-22,d46d4746-bbeb-448f-9032-2733a19bb3f3,S015,P009,2,204,408
2022-01-13,e86b27d6-47a1-4f72-97be-2537521b3205,S018,P022,2,363,726
2020-12-01,55f30f26-a353-4e84-ad26-e077e309a901,S008,P016,2,502,1004
2020-01-23,fe5560ea-3044-4d07-8227-c889d042d8cd,S066,P003,1,219,219
2018-06-29,f47e2fef-c4e0-47e4-9fcf-37b16ee2f39d,S099,P007,1,395,395
2024-02-28,f79ccc40-d6b1-4f75-95fb-781a18ed5087,S038,P029,2,547,1094
2023-02-28,73f46655-f3eb-4497-bd90-961a81f7cb49,S046,P011,2,609,1218
2023-03-04,a88903d6-b01e-4f6e-bba8-cb5c32ad834b,S051,P033,3,146,438
2023-08-09,4436631c-28f4-45d2-9d28-6776765c3e7b,S045,P004,3,113,339
2019-06-11,b58a654f-0a41-429c-8c8a-e83916c2c4c9,S093,P003,2,460,920
2020-10-23,b450352e-b7a4-4eaf-91f7-f313fa4cfa5d,S051,P023,3,219,657
2019-08-14,be239e3d-a521-40ba-9e5d-fef67d08d029,S082,P000,2,449,898
2023-11-16,b3ab4d81-71be-4c06-8329-1999de8755dd,S049,P010,1,566,566
2020-07-05,9a084d47-939f-4b2a-881c-5c42730d092b,S010,P023,2,489,978
2020-06-07,ecd63533-25da-46df-b5fc-db1311c63d4e,S060,P018,2,460,920
2022-08-22,8b5f87ef-65d6-4647-82ac-7cb3382ea2d2,S091,P000,3,306,918
2023-06-09,33e63c03-7b42-4345-835d-888b86bf8953,S048,P019,1,312,312
