date,sale_id,store,product,quantity_sold,product price,total_price
2020-05-12,54c1c049-69a3-4a1c-b396-046348375b2c,S069,P011,3,242,726
2022-05-31,013647fc-2137-4a5b-85bc-8235fa988434,S076,P035,5,624,3120
2018-12-26,615be23f-8df2-4c35-875e-5dfd36e4f504,S018,P005,3,66,198
2019-09-18,6589f720-147c-420c-a22f-623bdc8c9edf,S069,P002,3,224,672
2024-03-04,024e94c6-3ce8-46ff-8018-1dcd7a1ad57d,S094,P051,3,489,1467
2022-03-09,374215a7-56d5-4c54-b087-af0031b7a9e7,S008,P059,4,182,728
2020-10-04,73634790-5977-44de-be0e-f27306f11d54,S006,P035,4,239,956
2023-12-04,12353509-b8db-4d47-a449-a7c099969305,S019,P052,3,357,1071
2022-11-14,6ee9fcdc-06d4-4b90-95bc-d5ef7bcf77da,S048,P010,5,301,1505
2023-11-09,6ec73ca0-30d2-40c6-8e38-4e49c541f859,S003,P034,1,657,657
2020-02-09,374999bc-898f-4ed2-b682-759f0795502d,S032,P000,5,222,1110
2023-05-24,1c6d6c2a-9e65-4e75-b213-a87507b9612a,S002,P019,2,463,926
2022-09-06,cc5bb6c1-c6b5-483a-bc93-01c202739b19,S080,P027,4,364,1456
2022-11-22,39dc87b3-aedc-4250-9efd-f4e842d8ea31,S021,P019,3,469,1407
2018-02-23,97d7cf94-a605-417e-a450-b24f9dd55ccc,S096,P023,5,248,1240
2020-10-22,053f6d10-3faf-45c3-aa78-e3b24b88e561,S047,P018,4,365,1460
2024-10-08,80c59fad-49a1-4ddd-9e02-f00f6d189782,S032,P004,5,638,3190
2020-02-03,47b78984-cf5b-41a9-a29a-1ef595d2048a,S004,P018,5,608,3040
2020-09-21,1b4526c1-2dfe-46ab-9adb-38ee391b14f1,S075,P017,1,548,548
2020-04-09,6df9d583-302b-4e33-bcfd-50a982e3729f,S099,P056,4,565,2260
2018-09-11,294a1e3f-5dc2-40c6-ad4e-7fe75885931e,S032,P017,2,454,908
2020-09-22,968fef5d-ff4a-4c53-90c3-6fb206df12be,S094,P021,1,399,399
2019-03-12,89e3b664-9681-473b-a8f0-a1cd528626c1,S021,P037,4,690,2760
2021-09-02,b047dca6-0a35-41dc-af63-e9ef9e72ee2a,S047,P017,3,436,1308
2022-05-07,7176a9a8-3ce0-484c-b419-9d9d495c0298,S028,P030,3,333,999
2018-01-23,a001f91e-8915-4db6-8886-b18ab2b1b5ba,S038,P031,3,451,1353
2018-07-15,686d229e-0ec6-4afc-b5b2-0aff3e4657ad,S038,P052,5,469,2345
2022-08-14,71e69441-e906-4f30-8240-1ec7ca2a2115,S076,P022,2,589,1178
2018-01-27,7d1a0b5d-f6dc-4c71-b403-fa66150bc2c6,S092,P058,1,398,398
2024-12-31,355abb92-f7fd-49bf-85e1-88c48a86a27e,S017,P046,4,426,1704
2021-07-10,a0a9ee4d-9b50-4676-a3f7-98bf9cb3f1fd,S091,P049,3,421,1263
2018-10-06,e7dca529-ddd2-4b42-8572-0b4604bc086e,S022,P049,5,351,1755
2021-05-01,78953725-0efe-4f9d-ae1e-9f5bddb6d91e,S076,P059,4,463,1852
2023-03-12,52859068-7142-4bd6-aae1-8e60658af585,S054,P010,5,278,1390
2021-11-27,8259e6c2-821f-4a0e-9549-d081373e86e9,S015,P035,1,330,330
2018-06-22,1e22f5e2-7060-4369-a5fc-246f2ab4900c,S045,P034,4,665,2660
2019-03-08,89dd070b-a637-4c4f-909b-9a0f063d4080,S027,P039,2,189,378
2019-08-25,bfff1a48-563b-4e7f-adfa-65e9f41ef7a9,S022,P043,2,659,1318
2021-08-17,77d6b917-fcd0-4d60-a5e8-291077c9432f,S048,P028,1,492,492
2019-10-29,08c93d4e-0c59-46dd-b899-c55967539306,S036,P009,3,622,1866
2020-02-12,f03743b5-3398-4fde-a724-d4dab0436ae9,S061,P020,3,400,1200
2023-09-21,4072c156-49a9-4728-b86f-c6da0d1c2ae5,S027,P036,3,584,1752
2024-09-17,096b2ab9-18ec-40bd-8724-89b4dad0ea91,S075,P045,5,61,305
2020-12-03,2db62eb3-653f-4cc3-b90e-251547f41b71,S093,P007,4,68,272
2024-07-13,c30bb51e-98a4-4984-9743-e66ccfd429c0,S075,P037,1,580,580
2020-05-01,db953705-7064-40e5-b9e5-d3ba74df1cda,S005,P053,2,505,1010
2021-05-05,e25021b1-185b-42f4-85ec-4d78fd026e97,S073,P050,5,361,1805
2021-05-15,fcd7c95a-ea40-45a6-a756-078d59fd5146,S027,P022,1,62,62
2020-03-07,0b4bacfa-73ac-41be-bb8c-a25a39496de5,S042,P003,1,246,246
2023-12-07,371c25f8-0f56-4ed4-be3a-3069fa0738c0,S053,P021,3,573,1719
2021-06-06,266c2e7e-070c-411b-9870-9d71d457bfdc,S031,P002,5,543,2715
2019-08-26,3c377412-f044-48a7-b7bf-b1db1b43e021,S096,P005,4,569,2276
2021-06-22,6b2d9e3b-7ba9-4e4b-a1ab-6d1edc4e6d3e,S048,P004,2,691,1382
2020-09-21,9676bd0a-57d3-4db2-a356-aa17f3f131e8,S036,P039,2,72,144
2023-02-08,05e58d6d-04ec-464b-b01a-2939fa34c2d4,S008,P043,3,499,1497
2024-07-10,8fa128ab-9341-4c0d-998d-1689e2106d96,S054,P053,1,126,126
2024-12-23,b95d2e98-c5c7-495b-b890-785e5e95da7e,S023,P053,4,613,2452
2021-09-28,31d416b1-2b1d-4213-b708-9807f861eca5,S019,P034,4,294,1176
2022-09-12,473865c3-1b2b-4071-9a4e-b6a3d728070b,S026,P020,3,212,636
2021-02-25,01b1750a-485e-424a-aa8d-e9522bbc37c2,S085,P057,3,210,630
2024-03-26,1463bb2e-5171-437c-9e92-11a00bf0fe14,S029,P021,2,160,320
2019-10-11,d52e0131-ece7-4225-bed1-a3fe68dbace6,S014,P049,1,686,686
2019-03-16,2f742724-e680-4f3c-ba8d-911526476f30,S048,P011,1,71,71
2018-03-27,7f5fa78b-c3da-4f85-8f16-25aadf7164b6,S037,P058,3,593,1779
2018-02-12,ab0cd73b-c50a-4878-8e1e-4441a7ade4ec,S040,P035,1,162,162
2019-03-30,18fabd4a-78bc-4d16-8c3c-9e9569b0a84c,S041,P057,1,114,114
2021-01-03,15e2a015-5ed7-4068-8367-c0f7870c86da,S032,P040,2,179,358
2021-09-06,d4677ac6-02c1-4feb-9509-efc65e64f75b,S048,P016,1,189,189
2023-12-01,fac6665d-5fc4-4c02-bf7b-422c03f84dbd,S055,P025,4,60,240
2018-06-18,cc1a51c9-c66e-4095-92d3-635b63503ad5,S087,P010,3,134,402
2024-04-12,21432372-be57-4a90-8ca6-3b95de95ce61,S072,P046,2,420,840
2018-01-07,704db538-ebb1-4045-a001-c7982cae91a1,S073,P009,1,531,531
2020-02-19,8cb32b36-de32-4589-8748-af0595c3eaf1,S070,P011,1,211,211
2024-05-25,d5bce61d-c9b8-4076-9ee4-2f3269f949c3,S031,P034,1,126,126
2023-06-17,d8add313-77d3-4568-83ab-32745735ba9e,S071,P050,3,372,1116
2024-01-23,cd88ca01-aac0-40a5-adf1-afe5b34741e4,S085,P007,2,448,896
2021-10-10,51fc9aeb-6bd0-4534-a31a-641a7c4a2fbc,S013,P000,3,502,1506
2021-02-10,8e3978d7-8750-4d29-a00f-178f521fe5e1,S078,P005,3,695,2085
2018-04-22,b618a758-6cb3-4925-9cd0-1d26d780af19,S098,P005,2,650,1300
2022-04-22,a6ef7d9b-40fc-4234-82f5-d7cf80b6eedd,S071,P055,1,589,589
2020-01-24,34a88c05-df95-4a51-804a-b8ea2d1305f5,S007,P054,4,438,1752
2023-01-24,6b0b229f-da40-4c99-bc18-9da29f4c85de,S027,P040,2,316,632
2019-01-15,4c521f6f-ccd6-41f7-b642-24e23ab6d926,S075,P046,3,185,555
2022-05-04,ab7ff202-307e-477c-b121-cb416255062b,S079,P018,5,212,1060
2023-11-11,777d7dec-bba1-42f1-ac69-d608a2803525,S005,P019,3,581,1743
2018-03-13,6b4ef5df-cfa0-4785-b2f7-f18047bc14d9,S086,P003,1,218,218
2023-01-11,68a0f9e5-690e-4eea-8e98-0033d5503638,S016,P024,1,620,620
2019-07-15,01763cc3-8340-4e61-8ef1-d4720c7d05fd,S003,P045,3,239,717
2022-05-14,f5732d1d-d521-4bbd-a19b-a5942b289268,S067,P058,3,128,384
2024-11-11,2d3d0216-0adb-460a-9258-a8114729ab7b,S019,P007,5,424,2120
2023-12-19,27982e4c-3c91-4d23-a6a9-c436dbce4c19,S083,P017,5,132,660
2018-04-03,3fed33fc-59da-4c7d-a3f2-4c0eccf3ddf1,S007,P022,3,92,276
2024-04-27,77e999ba-cf91-4323-80ea-b36cbded6261,S053,P020,3,114,342
2022-01-07,930c001c-997c-47b4-bddd-a8d1d981203f,S047,P022,2,375,750
2024-06-03,0329a62a-2a85-439a-8b0b-0ca6e4346834,S025,P037,3,88,264
2023-12-04,73ddee60-0ca1-44a3-8e9f-0ba9f6066948,S072,P034,2,376,752
2019-07-24,ad51fa6b-bfb4-4362-969e-472cadd48505,S095,P036,2,366,732
2021-02-11,8eba2032-3925-49e1-93b5-4f78f838d6c5,S054,P016,3,66,198
2023-01-11,3b0fddb1-44e9-48cc-a3ba-eaeb68dc3894,S003,P004,1,160,160
2024-08-24,c6466690-117a-4a86-ba11-c2f9ccfaec4b,S032,P056,3,140,420
2021-04-07,17bbe089-6a2c-40a9-ae06-bbbe3c623876,S072,P018,4,195,780
2021-06-02,f47c6d83-c3df-45c9-9492-43c2ecc8d2a3,S057,P057,3,361,1083
2023-05-07,b491dcb3-91fa-4120-8fa6-4e3fbb27bf0b,S093,P008,2,140,280
2022-01-22,cc8f4e04-f973-4474-a570-1ac8f784ad4a,S077,P000,2,293,586
2018-04-27,a34464cd-31e8-4358-ba56-01ae651a8796,S096,P050,5,453,2265
2020-06-15,fec33646-5198-4b61-add5-5d3a78691974,S012,P041,3,231,693
2023-01-10,15137e53-f772-417e-a920-fe5759a23472,S077,P045,3,158,474
2022-12-26,ef6ea0b6-8175-4f32-9db6-1ccbf62184da,S098,P026,3,513,1539
2018-06-24,8f65b67b-35d2-4d6a-bc16-551272125da1,S068,P033,2,521,1042
2023-06-10,99afd3c8-9412-4007-bcad-3c07ee95bbf7,S006,P022,2,501,1002
2024-11-11,89d33f7f-9fe6-4fd7-aafd-5b82be3279d4,S014,P001,4,139,556
2024-05-05,bf680dc7-9239-449c-8ddf-bc4f5175e908,S096,P048,3,466,1398
2021-09-14,796ee0e3-378f-4705-8b16-dfc17687c71d,S098,P026,2,112,224
2021-12-02,39c37564-9ca4-4c3c-91b9-53bbee5a0a90,S010,P036,2,258,516
2018-04-14,ee779b6f-73d5-489f-a43a-959f8f52337b,S051,P040,1,140,140
2021-12-22,9fdb5c58-5e1b-4b9f-aee0-6e0ccf1e4ed1,S061,P027,3,233,699
2021-12-05,ecdaa67f-f72d-4a50-94c1-b0e5b94d5e57,S001,P019,2,689,1378
2019-12-01,a64996dc-5ac5-48cb-8d93-c3997b992d47,S056,P006,1,464,464
2022-04-11,551d0cdf-0d6c-408f-8e12-509fc5d0b2cc,S009,P032,2,476,952
2022-10-13,21a64a3a-8a7e-4688-a785-9ee5a48ae750,S036,P035,5,381,1905
2022-12-16,4a3d4ff2-a7a9-4acf-aeed-c1b98bc3aceb,S086,P018,4,256,1024
2018-09-22,35d55901-97cc-4bee-a36b-e5c77333cdee,S088,P040,2,232,464
2018-11-26,7689ee7d-0d35-4292-bcea-9b82764c625f,S067,P051,2,658,1316
2020-11-19,dcb1cbfc-ac5c-4264-89f7-27b6f0068f35,S093,P043,4,405,1620
2019-01-13,353e2b8b-cbde-4e39-878f-6f5f565d84ec,S057,P051,1,653,653
2022-09-18,45fee37c-5650-42e0-981e-5eb07b32b3fc,S028,P044,2,271,542
2021-08-13,d58947e4-34d7-4171-b8c0-e21528bcbce7,S051,P014,3,459,1377
2019-04-01,a940edd5-ce22-4cf5-b264-66073fdc5c31,S003,P059,4,541,2164
2022-01-06,6531d6ff-0594-4ce8-a474-725bf5f7060e,S001,P057,1,516,516
2019-07-30,3aff3493-d4ff-490a-8208-e6756c206b4f,S036,P044,4,471,1884
2018-08-29,e334921c-7d4d-4430-b224-7b83250a207f,S024,P052,3,549,1647
2022-03-29,3ff88dc8-f823-4995-ad7d-bbf80a72335e,S084,P006,5,145,725
2019-11-26,c361a477-f537-446f-ac30-a1fafb309740,S005,P000,2,504,1008
2024-06-23,0f4fa37c-b025-4a3b-bea9-0c86e1cb7184,S008,P027,3,640,1920
2024-10-25,7e43e3cc-a644-4f82-92b1-40025f36d390,S058,P050,5,323,1615
2019-10-20,d99d5b65-a879-49cc-bbd7-e9b3069d9119,S028,P052,3,592,1776
2020-02-06,30c0c685-349c-4013-b2c6-7a8693e89ac8,S069,P017,3,417,1251
2022-06-29,5fde8724-7b1a-4157-a618-c1bc7c5ca93c,S093,P037,4,103,412
2024-11-18,af352e60-62bb-4cbf-8457-67b75c8e9005,S026,P032,3,69,207
2021-04-26,5d487d32-2155-47a6-906b-9c1f16c5b991,S053,P036,1,311,311
2023-04-30,39b493b6-26d4-4360-9466-78e5b604cdb3,S000,P054,1,588,588
2020-04-10,cd3d379a-f9cd-4c40-afe6-7ebf44dbf63e,S021,P040,5,201,1005
2021-01-30,eb06ecaf-8189-4ea1-9b93-f3133bf6fc77,S035,P054,3,122,366
2021-04-04,6952ba08-69f3-4c77-b3ef-b0a23e7d66bd,S082,P025,1,221,221
2019-11-28,eeb51122-a75a-4652-a745-fbce5c476507,S010,P001,2,610,1220
2019-01-08,362cc9f9-d892-475b-afc6-ed27edee4319,S094,P048,3,602,1806
2021-04-10,c8b62567-7f41-47c9-bd36-a5db4db3b291,S054,P016,3,545,1635
2024-01-25,4d9b2b28-677c-4c82-846a-c0f54bce3874,S049,P039,2,536,1072
2019-05-08,ed8b8d22-0d8a-4ea8-8915-ede11cd04d00,S050,P012,1,487,487
2018-03-01,8193f028-5b71-4fb9-92eb-718af0f2bfb4,S019,P044,2,603,1206
2019-02-28,69ddf0cd-8e87-45f0-b3d6-1c8d7114542e,S000,P018,5,672,3360
2019-04-15,6682fc2f-c8b0-4980-a4bf-e718bdbe65f6,S093,P012,4,105,420
2023-11-11,b84492de-6e81-425e-8580-6a6587b3cbbf,S044,P034,1,244,244
2024-02-03,740faa6f-ba83-494e-b62b-3c56572f7293,S032,P052,5,309,1545
2022-05-31,767896b0-2b3f-42ac-b4e1-2fa637e070a6,S050,P048,5,174,870
2020-09-22,1e63143d-fdc3-4bc6-b75d-eac8c24acbd0,S097,P053,3,373,1119
2024-04-12,de787939-070a-403f-b91e-4da5d921d7f6,S027,P001,4,73,292
2022-12-10,a8a5b2a6-7294-465a-ad6a-95f384bca43d,S089,P031,2,247,494
2019-10-15,227eb0a3-fcec-4f9a-9133-8bdfb6e755ca,S048,P031,4,91,364
2019-11-29,5ec06b6f-ebb8-4991-baa0-ecbfd417c18b,S071,P003,2,74,148
2018-03-17,ff86c63d-9215-46c8-941c-3a8dcd89939a,S097,P021,4,365,1460
2021-03-30,89b4463e-99a5-4ec7-b880-ddb27f3a6c6c,S076,P015,3,612,1836
2019-06-22,74c93d98-ade0-4f2a-984c-55dcf85c72a0,S083,P008,5,596,2980
2024-11-03,5cd3a7fb-99a7-41f5-97ab-4cb0e2c5d20e,S080,P012,3,626,1878
2024-08-12,8e073329-c6fc-45a8-a69b-5fd20affac10,S096,P014,5,509,2545
2023-02-06,bde0a287-039a-428c-96f2-9a12aeeef3c6,S014,P032,5,159,795
2018-01-20,41501227-a7f5-4aa0-aad4-b8e71b230c3b,S075,P000,1,95,95
2020-01-29,b3cf5d24-5374-4547-9d40-f7c16370b7d9,S094,P032,2,544,1088
2018-10-30,4eb0b593-cb1f-42b8-abab-06ba4c6532d2,S007,P023,2,286,572
2019-08-22,9f8ee779-3104-4252-94ba-52fbaf0d5aac,S087,P052,4,625,2500
2018-06-16,c6c61a1f-ca15-41a8-b86e-d9f845708aad,S041,P002,5,123,615
2020-11-01,e28132d4-3d27-4c54-8b27-4efe7b35a7ca,S026,P011,2,593,1186
2024-12-30,965938ed-0831-4625-a943-e99ae0304fbf,S051,P018,1,161,161
2019-12-01,8c64456a-86bb-4893-8175-23393dcf5006,S015,P000,3,445,1335
2021-04-13,04680271-ca78-4c91-8c02-a3d99e707c4d,S066,P044,5,138,690
2022-08-25,122ab0ee-79fe-4dd9-b462-36d9dc9c7b3e,S050,P002,3,669,2007
2021-08-20,b83c49d0-ae9a-4a83-804a-aa5ee487b97f,S033,P003,4,359,1436
2024-08-03,1bf0d6ee-8ab5-472f-843b-36e2adf1c176,S050,P032,4,427,1708
2019-04-06,7225bf57-5e16-49b6-85e0-82e8f415e1a0,S005,P017,3,698,2094
2021-05-29,a25e574d-cfe0-40f5-97a4-2c9709b6720e,S056,P022,2,114,228
2018-06-13,90f5e904-b918-4065-aaa6-9029aab7ebeb,S011,P018,1,309,309
2018-07-19,a78ea5cd-d043-4fdb-9395-9e5b150c52ea,S062,P034,3,114,342
2020-08-18,be4cd554-b9e3-4179-9637-f256782b01b4,S006,P017,5,302,1510
2021-12-06,2d470f1c-3cd4-45af-995f-89a27020078f,S026,P055,1,346,346
2023-07-27,6e797542-6a8e-46a2-8825-d4177694fd08,S065,P014,3,630,1890
2024-09-07,2aed85d4-bb0d-4b12-99fd-e49b5e041850,S025,P016,5,224,1120
2022-01-11,0d465e8c-885d-4781-9b2f-822f328cc7bc,S010,P032,5,249,1245
2019-03-20,744f6728-a112-4c33-8e4b-736ac8534c93,S007,P043,4,526,2104
2020-09-11,f2b92fd8-d52f-46b4-ad96-7a691e702d1c,S020,P013,4,663,2652
2020-09-05,e428a9a6-b62b-4b01-a94f-91329054508f,S091,P035,4,563,2252
2021-07-26,24f15d38-38c1-4dfc-8e2f-8df4f0ce647f,S062,P027,1,368,368
2020-02-21,8955a6e5-20a2-45c1-83c5-9053b4413b36,S013,P000,5,120,600
2022-01-03,ac24d9ec-11e1-438d-b205-107b5f200fda,S075,P009,5,407,2035
2023-08-07,d9873a64-fc45-47f6-84a8-b8efb1c478cd,S056,P006,4,582,2328
2018-11-05,da66951f-a7e5-43db-b3d0-ca06393b2388,S010,P031,3,121,363
2023-12-31,e9cfec26-9f5e-40c4-af50-50a9ee74d540,S060,P035,5,59,295
2023-08-14,88f8be5d-0afd-4b03-9fbd-15807b978ca9,S020,P007,3,260,780
2019-02-10,560f6090-48e2-428f-a248-a866d6cbac6e,S097,P033,2,646,1292
2019-02-23,a7a82a6f-086a-4a7e-a8fa-92ce2d431768,S087,P015,1,251,251
2023-06-01,b51fb176-b5bf-4927-b130-ac00114454c4,S053,P034,1,620,620
2019-09-17,b41e53ee-8fd5-410e-a81d-a7d3cdcb03f5,S010,P025,1,426,426
2023-10-06,bf922aad-82d8-4780-b4d0-9c8789ed7e45,S002,P000,1,682,682
2024-07-04,83414ef1-cc80-47c9-9e47-e41f95ed2025,S079,P024,4,289,1156
2021-10-07,13880737-7234-4930-bb0e-0cc19b1b977c,S076,P017,5,527,2635
2020-12-08,16d429a8-9494-427f-b69d-2b10d23d6235,S031,P009,1,577,577
2023-05-06,135b527a-f95a-41c9-9834-984edb7c4a01,S036,P022,5,553,2765
2023-08-22,56be67b5-8d13-4cf3-ae44-a3d150779092,S031,P004,3,612,1836
2024-04-06,6a8d8125-0e09-4177-a1c0-e9fa5a3130a7,S094,P012,4,347,1388
2018-10-31,4d4c3a8a-f297-421b-bf54-1469acf722b0,S092,P007,5,606,3030
2023-01-11,3b1b23f2-37b0-48a8-908b-f87fb3fb0e1a,S021,P002,1,136,136
